[offltest_0_0]
REGRESSION: test_0_0: Lorem ipsum dolor sit amet, v1.8..v1.9-rc1 (None), None, mainline, master, previous: no flags
INITIAL_REPORT: 1546300800, test_0_0: Lorem ipsum dolor sit amet, Regzbot testingmail, nobody@example.com, https://lore.kernel.org/regressions/regzbot-testing-test_0_0@example.com/

[offltest_2_6]
REGRESSION: new title set via a monitored thread, v1.8..v1.9-rc1 (None), None, mainline, master, previous: no flags
INITIAL_REPORT: 1546300800, test_2_0: Lorem ipsum dolor sit amet, Regzbot testingmail, nobody@example.com, https://lore.kernel.org/regressions/regzbot-testing-test_2_0@example.com/
LINK: test_2_3: refer to this regression on another mainling list, https://lore.kernel.org/lkml/regzbot-testing-test_2_3@example.com/ [monitored]
ACTIVITY: test_2_0: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_0@example.com/, 1546300800, PatchKind(None)
ACTIVITY: test_2_0_1: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_0_1@example.com/, 1546387200, PatchKind(None)
ACTIVITY: test_2_1: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_1@example.com/, 1546473600, PatchKind(None)
ACTIVITY: test_2_2: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_2@example.com/, 1546560000, PatchKind(None)
ACTIVITY: test_2_3: refer to this regression on another mainling list, Regzbot testingmail, https://lore.kernel.org/lkml/regzbot-testing-test_2_3@example.com/, 1546646400, PatchKind(None)
ACTIVITY: test_2_4: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_4@example.com/, 1546732800, PatchKind(None)
ACTIVITY: test_2_5: reply to the thread now monitored, Regzbot testingmail, https://lore.kernel.org/lkml/regzbot-testing-test_2_5@example.com/, 1546819200, PatchKind(None)
ACTIVITY: test_2_6: reply to the thread now monitored with a regzbot command, Regzbot testingmail, https://lore.kernel.org/lkml/regzbot-testing-test_2_6@example.com/, 1546905600, PatchKind(None)
HISTORY: test_2_0: Lorem ipsum dolor sit amet, 1546300800, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_0@example.com/, introduced: v1.8..v1.9-rc1
HISTORY: test_2_0_1: Lorem ipsum dolor sit amet, 1546387200, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_0_1@example.com/, relatebrief: https://www.kernel.org/releases.html Linktitle
HISTORY: test_2_1: Lorem ipsum dolor sit amet, 1546473600, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_1@example.com/, relatebrief: https://www.kernel.org/releases.html Updated linktitle
HISTORY: test_2_2: Lorem ipsum dolor sit amet, 1546560000, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_2@example.com/, unrelate: https://www.kernel.org/releases.html
HISTORY: test_2_3: refer to this regression on another mainling list, 1546646400, Regzbot testingmail, https://lore.kernel.org/lkml/regzbot-testing-test_2_3@example.com/, note: https://lore.kernel.org/regressions/regzbot-testing-test_2_0@example.com test_2_3: refer to this regression on another mainling list [implicit due to link]
HISTORY: test_2_4: Lorem ipsum dolor sit amet, 1546732800, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_4@example.com/, relate: https://lore.kernel.org/lkml/regzbot-testing-test_2_3@example.com
HISTORY: test_2_6: reply to the thread now monitored with a regzbot command, 1546905600, Regzbot testingmail, https://lore.kernel.org/lkml/regzbot-testing-test_2_6@example.com/, summary: new title set via a monitored thread
LATEST: test_2_6: reply to the thread now monitored with a regzbot command, Regzbot testingmail, https://lore.kernel.org/lkml/regzbot-testing-test_2_6@example.com/, 1546905600, PatchKind(None)

[offltest_2_7]
REGRESSION: new title set via a monitored thread, v1.8..v1.9-rc1 (None), None, mainline, master, previous: no flags
INITIAL_REPORT: 1546300800, test_2_0: Lorem ipsum dolor sit amet, Regzbot testingmail, nobody@example.com, https://lore.kernel.org/regressions/regzbot-testing-test_2_0@example.com/
ACTIVITY: test_2_0: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_0@example.com/, 1546300800, PatchKind(None)
ACTIVITY: test_2_0_1: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_0_1@example.com/, 1546387200, PatchKind(None)
ACTIVITY: test_2_1: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_1@example.com/, 1546473600, PatchKind(None)
ACTIVITY: test_2_2: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_2@example.com/, 1546560000, PatchKind(None)
ACTIVITY: test_2_4: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_4@example.com/, 1546732800, PatchKind(None)
ACTIVITY: test_2_7: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_7@example.com/, 1546992000, PatchKind(None)
HISTORY: test_2_0: Lorem ipsum dolor sit amet, 1546300800, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_0@example.com/, introduced: v1.8..v1.9-rc1
HISTORY: test_2_0_1: Lorem ipsum dolor sit amet, 1546387200, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_0_1@example.com/, relatebrief: https://www.kernel.org/releases.html Linktitle
HISTORY: test_2_1: Lorem ipsum dolor sit amet, 1546473600, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_1@example.com/, relatebrief: https://www.kernel.org/releases.html Updated linktitle
HISTORY: test_2_2: Lorem ipsum dolor sit amet, 1546560000, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_2@example.com/, unrelate: https://www.kernel.org/releases.html
HISTORY: test_2_3: refer to this regression on another mainling list, 1546646400, Regzbot testingmail, https://lore.kernel.org/lkml/regzbot-testing-test_2_3@example.com/, note: https://lore.kernel.org/regressions/regzbot-testing-test_2_0@example.com test_2_3: refer to this regression on another mainling list [implicit due to link]
HISTORY: test_2_4: Lorem ipsum dolor sit amet, 1546732800, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_4@example.com/, relate: https://lore.kernel.org/lkml/regzbot-testing-test_2_3@example.com
HISTORY: test_2_6: reply to the thread now monitored with a regzbot command, 1546905600, Regzbot testingmail, https://lore.kernel.org/lkml/regzbot-testing-test_2_6@example.com/, summary: new title set via a monitored thread
HISTORY: test_2_7: Lorem ipsum dolor sit amet, 1546992000, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_7@example.com/, unrelate: https://lore.kernel.org/lkml/regzbot-testing-test_2_3@example.com
LATEST: test_2_7: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_7@example.com/, 1546992000, PatchKind(None)

[offltest_2_8]
REGRESSION: new title set via a monitored thread, v1.8..v1.9-rc1 (None), None, mainline, master, previous: no flags
INITIAL_REPORT: 1546300800, test_2_0: Lorem ipsum dolor sit amet, Regzbot testingmail, nobody@example.com, https://lore.kernel.org/regressions/regzbot-testing-test_2_0@example.com/
ACTIVITY: test_2_0: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_0@example.com/, 1546300800, PatchKind(None)
ACTIVITY: test_2_0_1: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_0_1@example.com/, 1546387200, PatchKind(None)
ACTIVITY: test_2_1: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_1@example.com/, 1546473600, PatchKind(None)
ACTIVITY: test_2_2: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_2@example.com/, 1546560000, PatchKind(None)
ACTIVITY: test_2_4: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_4@example.com/, 1546732800, PatchKind(None)
ACTIVITY: test_2_7: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_7@example.com/, 1546992000, PatchKind(None)
HISTORY: test_2_0: Lorem ipsum dolor sit amet, 1546300800, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_0@example.com/, introduced: v1.8..v1.9-rc1
HISTORY: test_2_0_1: Lorem ipsum dolor sit amet, 1546387200, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_0_1@example.com/, relatebrief: https://www.kernel.org/releases.html Linktitle
HISTORY: test_2_1: Lorem ipsum dolor sit amet, 1546473600, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_1@example.com/, relatebrief: https://www.kernel.org/releases.html Updated linktitle
HISTORY: test_2_2: Lorem ipsum dolor sit amet, 1546560000, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_2@example.com/, unrelate: https://www.kernel.org/releases.html
HISTORY: test_2_3: refer to this regression on another mainling list, 1546646400, Regzbot testingmail, https://lore.kernel.org/lkml/regzbot-testing-test_2_3@example.com/, note: https://lore.kernel.org/regressions/regzbot-testing-test_2_0@example.com test_2_3: refer to this regression on another mainling list [implicit due to link]
HISTORY: test_2_4: Lorem ipsum dolor sit amet, 1546732800, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_4@example.com/, relate: https://lore.kernel.org/lkml/regzbot-testing-test_2_3@example.com
HISTORY: test_2_6: reply to the thread now monitored with a regzbot command, 1546905600, Regzbot testingmail, https://lore.kernel.org/lkml/regzbot-testing-test_2_6@example.com/, summary: new title set via a monitored thread
HISTORY: test_2_7: Lorem ipsum dolor sit amet, 1546992000, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_7@example.com/, unrelate: https://lore.kernel.org/lkml/regzbot-testing-test_2_3@example.com
LATEST: test_2_7: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_7@example.com/, 1546992000, PatchKind(None)

[offltest_2_9]
REGRESSION: new title set via a monitored thread, v1.8..v1.9-rc1 (None), None, mainline, master, previous: no flags
INITIAL_REPORT: 1546300800, test_2_0: Lorem ipsum dolor sit amet, Regzbot testingmail, nobody@example.com, https://lore.kernel.org/regressions/regzbot-testing-test_2_0@example.com/
LINK: test_2_9: refer to this regression on another mainling list [implicit due to Link/Closes tag], https://lore.kernel.org/lkml/regzbot-testing-test_2_9@example.com/ [monitored]
ACTIVITY: test_2_0: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_0@example.com/, 1546300800, PatchKind(None)
ACTIVITY: test_2_0_1: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_0_1@example.com/, 1546387200, PatchKind(None)
ACTIVITY: test_2_1: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_1@example.com/, 1546473600, PatchKind(None)
ACTIVITY: test_2_2: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_2@example.com/, 1546560000, PatchKind(None)
ACTIVITY: test_2_4: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_4@example.com/, 1546732800, PatchKind(None)
ACTIVITY: test_2_7: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_7@example.com/, 1546992000, PatchKind(None)
ACTIVITY: test_2_9: refer to this regression on another mainling list, Regzbot testingmail, https://lore.kernel.org/lkml/regzbot-testing-test_2_9@example.com/, 1547164800, PatchKind(None)
HISTORY: test_2_0: Lorem ipsum dolor sit amet, 1546300800, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_0@example.com/, introduced: v1.8..v1.9-rc1
HISTORY: test_2_0_1: Lorem ipsum dolor sit amet, 1546387200, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_0_1@example.com/, relatebrief: https://www.kernel.org/releases.html Linktitle
HISTORY: test_2_1: Lorem ipsum dolor sit amet, 1546473600, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_1@example.com/, relatebrief: https://www.kernel.org/releases.html Updated linktitle
HISTORY: test_2_2: Lorem ipsum dolor sit amet, 1546560000, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_2@example.com/, unrelate: https://www.kernel.org/releases.html
HISTORY: test_2_3: refer to this regression on another mainling list, 1546646400, Regzbot testingmail, https://lore.kernel.org/lkml/regzbot-testing-test_2_3@example.com/, note: https://lore.kernel.org/regressions/regzbot-testing-test_2_0@example.com test_2_3: refer to this regression on another mainling list [implicit due to link]
HISTORY: test_2_4: Lorem ipsum dolor sit amet, 1546732800, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_4@example.com/, relate: https://lore.kernel.org/lkml/regzbot-testing-test_2_3@example.com
HISTORY: test_2_6: reply to the thread now monitored with a regzbot command, 1546905600, Regzbot testingmail, https://lore.kernel.org/lkml/regzbot-testing-test_2_6@example.com/, summary: new title set via a monitored thread
HISTORY: test_2_7: Lorem ipsum dolor sit amet, 1546992000, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_7@example.com/, unrelate: https://lore.kernel.org/lkml/regzbot-testing-test_2_3@example.com
HISTORY: test_2_9: refer to this regression on another mainling list, 1547164800, Regzbot testingmail, https://lore.kernel.org/lkml/regzbot-testing-test_2_9@example.com/, relate: https://lore.kernel.org/lkml/regzbot-testing-test_2_9@example.com/ test_2_9: refer to this regression on another mainling list [implicit due to Link/Closes tag]
LATEST: test_2_9: refer to this regression on another mainling list, Regzbot testingmail, https://lore.kernel.org/lkml/regzbot-testing-test_2_9@example.com/, 1547164800, PatchKind(None)

[offltest_2_10]
REGRESSION: new title set via a monitored thread, v1.8..v1.9-rc1 (None), None, mainline, master, previous: no flags
INITIAL_REPORT: 1546300800, test_2_0: Lorem ipsum dolor sit amet, Regzbot testingmail, nobody@example.com, https://lore.kernel.org/regressions/regzbot-testing-test_2_0@example.com/
LINK: test_2_9: refer to this regression on another mainling list [implicit due to Link/Closes tag], https://lore.kernel.org/lkml/regzbot-testing-test_2_9@example.com/ [monitored]
ACTIVITY: test_2_0: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_0@example.com/, 1546300800, PatchKind(None)
ACTIVITY: test_2_0_1: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_0_1@example.com/, 1546387200, PatchKind(None)
ACTIVITY: test_2_1: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_1@example.com/, 1546473600, PatchKind(None)
ACTIVITY: test_2_2: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_2@example.com/, 1546560000, PatchKind(None)
ACTIVITY: test_2_4: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_4@example.com/, 1546732800, PatchKind(None)
ACTIVITY: test_2_7: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_7@example.com/, 1546992000, PatchKind(None)
ACTIVITY: test_2_9: refer to this regression on another mainling list, Regzbot testingmail, https://lore.kernel.org/lkml/regzbot-testing-test_2_9@example.com/, 1547164800, PatchKind(None)
HISTORY: test_2_0: Lorem ipsum dolor sit amet, 1546300800, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_0@example.com/, introduced: v1.8..v1.9-rc1
HISTORY: test_2_0_1: Lorem ipsum dolor sit amet, 1546387200, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_0_1@example.com/, relatebrief: https://www.kernel.org/releases.html Linktitle
HISTORY: test_2_1: Lorem ipsum dolor sit amet, 1546473600, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_1@example.com/, relatebrief: https://www.kernel.org/releases.html Updated linktitle
HISTORY: test_2_2: Lorem ipsum dolor sit amet, 1546560000, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_2@example.com/, unrelate: https://www.kernel.org/releases.html
HISTORY: test_2_3: refer to this regression on another mainling list, 1546646400, Regzbot testingmail, https://lore.kernel.org/lkml/regzbot-testing-test_2_3@example.com/, note: https://lore.kernel.org/regressions/regzbot-testing-test_2_0@example.com test_2_3: refer to this regression on another mainling list [implicit due to link]
HISTORY: test_2_4: Lorem ipsum dolor sit amet, 1546732800, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_4@example.com/, relate: https://lore.kernel.org/lkml/regzbot-testing-test_2_3@example.com
HISTORY: test_2_6: reply to the thread now monitored with a regzbot command, 1546905600, Regzbot testingmail, https://lore.kernel.org/lkml/regzbot-testing-test_2_6@example.com/, summary: new title set via a monitored thread
HISTORY: test_2_7: Lorem ipsum dolor sit amet, 1546992000, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_7@example.com/, unrelate: https://lore.kernel.org/lkml/regzbot-testing-test_2_3@example.com
HISTORY: test_2_9: refer to this regression on another mainling list, 1547164800, Regzbot testingmail, https://lore.kernel.org/lkml/regzbot-testing-test_2_9@example.com/, relate: https://lore.kernel.org/lkml/regzbot-testing-test_2_9@example.com/ test_2_9: refer to this regression on another mainling list [implicit due to Link/Closes tag]
LATEST: test_2_9: refer to this regression on another mainling list, Regzbot testingmail, https://lore.kernel.org/lkml/regzbot-testing-test_2_9@example.com/, 1547164800, PatchKind(None)

[offltest_2_11]
REGRESSION: new title set via a monitored thread, v1.8..v1.9-rc1 (None), None, mainline, master, previous: no flags
INITIAL_REPORT: 1546300800, test_2_0: Lorem ipsum dolor sit amet, Regzbot testingmail, nobody@example.com, https://lore.kernel.org/regressions/regzbot-testing-test_2_0@example.com/
LINK: test_2_9: refer to this regression on another mainling list [implicit due to Link/Closes tag], https://lore.kernel.org/lkml/regzbot-testing-test_2_9@example.com/ [monitored]
ACTIVITY: test_2_0: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_0@example.com/, 1546300800, PatchKind(None)
ACTIVITY: test_2_0_1: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_0_1@example.com/, 1546387200, PatchKind(None)
ACTIVITY: test_2_1: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_1@example.com/, 1546473600, PatchKind(None)
ACTIVITY: test_2_2: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_2@example.com/, 1546560000, PatchKind(None)
ACTIVITY: test_2_4: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_4@example.com/, 1546732800, PatchKind(None)
ACTIVITY: test_2_7: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_7@example.com/, 1546992000, PatchKind(None)
ACTIVITY: test_2_9: refer to this regression on another mainling list, Regzbot testingmail, https://lore.kernel.org/lkml/regzbot-testing-test_2_9@example.com/, 1547164800, PatchKind(None)
HISTORY: test_2_0: Lorem ipsum dolor sit amet, 1546300800, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_0@example.com/, introduced: v1.8..v1.9-rc1
HISTORY: test_2_0_1: Lorem ipsum dolor sit amet, 1546387200, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_0_1@example.com/, relatebrief: https://www.kernel.org/releases.html Linktitle
HISTORY: test_2_1: Lorem ipsum dolor sit amet, 1546473600, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_1@example.com/, relatebrief: https://www.kernel.org/releases.html Updated linktitle
HISTORY: test_2_2: Lorem ipsum dolor sit amet, 1546560000, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_2@example.com/, unrelate: https://www.kernel.org/releases.html
HISTORY: test_2_3: refer to this regression on another mainling list, 1546646400, Regzbot testingmail, https://lore.kernel.org/lkml/regzbot-testing-test_2_3@example.com/, note: https://lore.kernel.org/regressions/regzbot-testing-test_2_0@example.com test_2_3: refer to this regression on another mainling list [implicit due to link]
HISTORY: test_2_4: Lorem ipsum dolor sit amet, 1546732800, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_4@example.com/, relate: https://lore.kernel.org/lkml/regzbot-testing-test_2_3@example.com
HISTORY: test_2_6: reply to the thread now monitored with a regzbot command, 1546905600, Regzbot testingmail, https://lore.kernel.org/lkml/regzbot-testing-test_2_6@example.com/, summary: new title set via a monitored thread
HISTORY: test_2_7: Lorem ipsum dolor sit amet, 1546992000, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_7@example.com/, unrelate: https://lore.kernel.org/lkml/regzbot-testing-test_2_3@example.com
HISTORY: test_2_9: refer to this regression on another mainling list, 1547164800, Regzbot testingmail, https://lore.kernel.org/lkml/regzbot-testing-test_2_9@example.com/, relate: https://lore.kernel.org/lkml/regzbot-testing-test_2_9@example.com/ test_2_9: refer to this regression on another mainling list [implicit due to Link/Closes tag]
LATEST: test_2_9: refer to this regression on another mainling list, Regzbot testingmail, https://lore.kernel.org/lkml/regzbot-testing-test_2_9@example.com/, 1547164800, PatchKind(None)

[offltest_2_12]
REGRESSION: new title set via a monitored thread, v1.8..v1.9-rc1 (None), None, mainline, master, previous: no flags
INITIAL_REPORT: 1546300800, test_2_0: Lorem ipsum dolor sit amet, Regzbot testingmail, nobody@example.com, https://lore.kernel.org/regressions/regzbot-testing-test_2_0@example.com/
LINK: test_2_9: refer to this regression on another mainling list [implicit due to Link/Closes tag], https://lore.kernel.org/lkml/regzbot-testing-test_2_9@example.com/ [monitored]
ACTIVITY: test_2_0: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_0@example.com/, 1546300800, PatchKind(None)
ACTIVITY: test_2_0_1: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_0_1@example.com/, 1546387200, PatchKind(None)
ACTIVITY: test_2_1: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_1@example.com/, 1546473600, PatchKind(None)
ACTIVITY: test_2_2: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_2@example.com/, 1546560000, PatchKind(None)
ACTIVITY: test_2_4: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_4@example.com/, 1546732800, PatchKind(None)
ACTIVITY: test_2_7: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_7@example.com/, 1546992000, PatchKind(None)
ACTIVITY: test_2_9: refer to this regression on another mainling list, Regzbot testingmail, https://lore.kernel.org/lkml/regzbot-testing-test_2_9@example.com/, 1547164800, PatchKind(None)
ACTIVITY: test_2_12_1: add a mail with a simple patch, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_12_1@example.com/, 1547510400, PatchKind(DIFF)
ACTIVITY: [PATCH v2] test_2_12_2: add a mail with a simple patch, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_12_2@example.com/, 1547596800, PatchKind(DIFF|SUBJECT)
ACTIVITY: test_2_12_3: add a mail with a simple patch, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_12_3@example.com/, 1547683200, PatchKind(DIFF|SUBJECT|SIGNEDOFF)
HISTORY: test_2_0: Lorem ipsum dolor sit amet, 1546300800, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_0@example.com/, introduced: v1.8..v1.9-rc1
HISTORY: test_2_0_1: Lorem ipsum dolor sit amet, 1546387200, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_0_1@example.com/, relatebrief: https://www.kernel.org/releases.html Linktitle
HISTORY: test_2_1: Lorem ipsum dolor sit amet, 1546473600, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_1@example.com/, relatebrief: https://www.kernel.org/releases.html Updated linktitle
HISTORY: test_2_2: Lorem ipsum dolor sit amet, 1546560000, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_2@example.com/, unrelate: https://www.kernel.org/releases.html
HISTORY: test_2_3: refer to this regression on another mainling list, 1546646400, Regzbot testingmail, https://lore.kernel.org/lkml/regzbot-testing-test_2_3@example.com/, note: https://lore.kernel.org/regressions/regzbot-testing-test_2_0@example.com test_2_3: refer to this regression on another mainling list [implicit due to link]
HISTORY: test_2_4: Lorem ipsum dolor sit amet, 1546732800, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_4@example.com/, relate: https://lore.kernel.org/lkml/regzbot-testing-test_2_3@example.com
HISTORY: test_2_6: reply to the thread now monitored with a regzbot command, 1546905600, Regzbot testingmail, https://lore.kernel.org/lkml/regzbot-testing-test_2_6@example.com/, summary: new title set via a monitored thread
HISTORY: test_2_7: Lorem ipsum dolor sit amet, 1546992000, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_7@example.com/, unrelate: https://lore.kernel.org/lkml/regzbot-testing-test_2_3@example.com
HISTORY: test_2_9: refer to this regression on another mainling list, 1547164800, Regzbot testingmail, https://lore.kernel.org/lkml/regzbot-testing-test_2_9@example.com/, relate: https://lore.kernel.org/lkml/regzbot-testing-test_2_9@example.com/ test_2_9: refer to this regression on another mainling list [implicit due to Link/Closes tag]
LATEST: test_2_12_3: add a mail with a simple patch, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_12_3@example.com/, 1547683200, PatchKind(DIFF|SUBJECT|SIGNEDOFF)

[offltest_2_13]
REGRESSION: new title set via a monitored thread, 23bde5c338c7 (None), https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?h=master&id=23bde5c338c7d028609c1af64173853fb1b84018, mainline, master, indevelopment: culprit indentified
INITIAL_REPORT: 1546300800, test_2_0: Lorem ipsum dolor sit amet, Regzbot testingmail, nobody@example.com, https://lore.kernel.org/regressions/regzbot-testing-test_2_0@example.com/
LINK: test_2_9: refer to this regression on another mainling list [implicit due to Link/Closes tag], https://lore.kernel.org/lkml/regzbot-testing-test_2_9@example.com/ [monitored]
ACTIVITY: test_2_0: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_0@example.com/, 1546300800, PatchKind(None)
ACTIVITY: test_2_0_1: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_0_1@example.com/, 1546387200, PatchKind(None)
ACTIVITY: test_2_1: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_1@example.com/, 1546473600, PatchKind(None)
ACTIVITY: test_2_2: Lorem ipsum dolor sit amet, Regzbot testingmail, https://lore.kernel.org/regressions/regzbot-testing-test_2_2@example.com/, 1546560000, PatchKind(None)
